1679920246.837386048, 10.6513, 3.91228, 0.633, 1.24796
1679920271.390371816, 10.6622, 3.9047, 0.633, 1.25369
1679920271.640972370, 10.6784, 3.89458, 0.633, 1.25196
1679920271.841351862, 10.6947, 3.8915, 0.633, 1.25651
1679920272.041808497, 10.7082, 3.87895, 0.633, 1.25397
1679920272.993876905, 10.6994, 3.87783, 0.633, 1.25087
1679920275.925236747, 10.6845, 3.88256, 0.633, 1.24553
1679920276.100516156, 10.6716, 3.88668, 0.633, 1.24639
1679920276.300980622, 10.6595, 3.89075, 0.633, 1.24783
1679920276.501399014, 10.6367, 3.91221, 0.633, 1.24886
1679920276.701892744, 10.609, 3.93824, 0.633, 1.26681
1679920276.902275364, 10.5987, 3.9183, 0.633, 1.28059
1679920277.102775613, 10.5811, 3.92366, 0.633, 1.29351
1679920277.303150148, 10.5635, 3.92873, 0.633, 1.30431
1679920277.503568764, 10.5485, 3.93301, 0.633, 1.30194
1679920277.704032198, 10.538, 3.93878, 0.633, 1.30008
1679920277.904452411, 10.526, 3.94239, 0.633, 1.30013
1679920278.079833668, 10.5108, 3.94685, 0.633, 1.30163
1679920278.255182906, 10.4988, 3.9504, 0.633, 1.3001
1679920278.430597223, 10.4857, 3.95431, 0.633, 1.30142
1679920278.605948672, 10.4769, 3.9582, 0.633, 1.30034
1679920278.781413460, 10.4616, 3.9629, 0.633, 1.29943
1679920278.956750743, 10.4466, 3.96777, 0.633, 1.29882
1679920279.132101800, 10.431, 3.97253, 0.633, 1.30014
1679920279.307457850, 10.4165, 3.97703, 0.633, 1.30053
1679920279.482869658, 10.4045, 3.96011, 0.633, 1.3076
1679920279.658270129, 10.3881, 3.96468, 0.633, 1.30851
1679920279.833655730, 10.3715, 3.96929, 0.633, 1.31058
1679920280.008983864, 10.3559, 3.97356, 0.633, 1.31081
1679920280.184413838, 10.341, 3.97758, 0.633, 1.31015
1679920280.359736171, 10.3221, 3.98279, 0.633, 1.30413
1679920280.535152044, 10.3059, 3.98736, 0.633, 1.30527
1679920280.710526843, 10.2906, 3.99158, 0.633, 1.30699
1679920280.885936594, 10.2726, 3.99661, 0.633, 1.30655
1679920281.061266847, 10.2573, 4.00083, 0.633, 1.30358
1679920281.236616105, 10.238, 4.00466, 0.633, 1.29451
