1679920246.837386048, 10.6212, 3.82219, 0, 2.81876
1679920271.390371816, 10.6326, 3.81443, 0, 2.82449
1679920271.640972370, 10.6486, 3.80436, 0, 2.82276
1679920271.841351862, 10.6653, 3.80116, 0, 2.8273
1679920272.041808497, 10.6787, 3.78868, 0, 2.82476
1679920272.993876905, 10.6695, 3.78765, 0, 2.82167
1679920275.925236747, 10.6542, 3.79254, 0, 2.81632
1679920276.100516156, 10.6413, 3.79664, 0, 2.81718
1679920276.300980622, 10.6294, 3.80067, 0, 2.81862
1679920276.501399014, 10.6067, 3.82209, 0, 2.81966
1679920276.701892744, 10.5806, 3.8476, 0, 2.83761
1679920276.902275364, 10.5715, 3.82727, 0, 2.85139
1679920277.102775613, 10.5551, 3.83229, 0, 2.86431
1679920277.303150148, 10.5385, 3.83708, 0, 2.8751
1679920277.503568764, 10.5233, 3.84142, 0, 2.87273
1679920277.704032198, 10.5126, 3.84724, 0, 2.87087
1679920277.904452411, 10.5006, 3.85085, 0, 2.87092
1679920278.079833668, 10.4856, 3.85527, 0, 2.87243
1679920278.255182906, 10.4734, 3.85886, 0, 2.87089
1679920278.430597223, 10.4604, 3.86273, 0, 2.87222
1679920278.605948672, 10.4515, 3.86665, 0, 2.87113
1679920278.781413460, 10.4361, 3.87138, 0, 2.87022
1679920278.956750743, 10.4211, 3.87626, 0, 2.86961
1679920279.132101800, 10.4056, 3.88099, 0, 2.87094
1679920279.307457850, 10.3911, 3.88548, 0, 2.87133
1679920279.482869658, 10.3798, 3.86838, 0, 2.8784
1679920279.658270129, 10.3635, 3.87293, 0, 2.87931
1679920279.833655730, 10.3471, 3.87749, 0, 2.88137
1679920280.008983864, 10.3314, 3.88176, 0, 2.88161
1679920280.184413838, 10.3165, 3.88579, 0, 2.88094
1679920280.359736171, 10.297, 3.89115, 0, 2.87492
1679920280.535152044, 10.281, 3.89569, 0, 2.87607
1679920280.710526843, 10.2658, 3.89986, 0, 2.87779
1679920280.885936594, 10.2478, 3.90491, 0, 2.87735
1679920281.061266847, 10.2322, 3.9092, 0, 2.87438
1679920281.236616105, 10.2121, 3.91326, 0, 2.8653
1679920281.386926838, 10.1983, 3.91741, 0, 2.85807
1679920281.562342217, 10.1834, 3.92202, 0, 2.84735
1679920281.737772205, 10.167, 3.92718, 0, 2.84252
1679920281.888722003, 10.1528, 3.93171, 0, 2.84127
1679920282.063398102, 10.142, 3.9369, 0, 2.84075
1679920282.217302192, 10.1263, 3.94188, 0, 2.84213
1679920282.389180981, 10.1087, 3.9475, 0, 2.84293
1679920282.564509853, 10.0949, 3.95191, 0, 2.84192
1679920282.739886415, 10.0775, 3.9574, 0, 2.84211
1679920282.915315849, 10.0598, 3.96457, 0, 2.84039
1679920283.090614062, 10.044, 3.96943, 0, 2.84152
1679920283.269139439, 10.0276, 3.9745, 0, 2.8413
1679920283.441486291, 10.0144, 3.97843, 0, 2.84169
1679920283.616804838, 10.0008, 3.98252, 0, 2.84204
1679920283.792175626, 9.98831, 3.98538, 0, 2.84534
1679920283.967559492, 9.97231, 3.99031, 0, 2.84567
1679920284.142914332, 9.95851, 3.99462, 0, 2.84653
1679920284.318243310, 9.94247, 3.99955, 0, 2.84848
1679920284.493661516, 9.9277, 4.00408, 0, 2.84785
1679920284.669017258, 9.91031, 4.01014, 0, 2.84228
1679920284.844476026, 9.89605, 4.01454, 0, 2.84217
1679920285.019800855, 9.88041, 4.01935, 0, 2.84319
1679920285.195189216, 9.86464, 4.02419, 0, 2.84439
1679920285.370543902, 9.84905, 4.0291, 0, 2.84776
1679920285.546010684, 9.83703, 4.03275, 0, 2.85326
1679920285.721295449, 9.82058, 4.03786, 0, 2.85726
1679920285.896708184, 9.80641, 4.04231, 0, 2.85839
1679920286.072172671, 9.7904, 4.04722, 0, 2.85768
1679920286.247476977, 9.77481, 4.05192, 0, 2.85859
1679920286.422879086, 9.77418, 4.05195, 0, 2.86226
1679920286.598210515, 9.75642, 4.05725, 0, 2.86179
1679920286.773633784, 9.74169, 4.06155, 0, 2.86091
1679920286.948982897, 9.72723, 4.06582, 0, 2.86112
1679920287.124324599, 9.70902, 4.07123, 0, 2.86079
1679920287.299751961, 9.68907, 4.07862, 0, 2.85671
1679920287.475150969, 9.67381, 4.08334, 0, 2.85188
1679920287.650588900, 9.65854, 4.08823, 0, 2.84495
1679920287.825889815, 9.64245, 4.09342, 0, 2.83712
1679920288.001229560, 9.62584, 4.09893, 0, 2.83083
1679920288.151629451, 9.60767, 4.10452, 0, 2.82882
1679920288.326928961, 9.59148, 4.10989, 0, 2.82027
1679920288.502349082, 9.57713, 4.11476, 0, 2.81244
1679920288.677737429, 9.56258, 4.11977, 0, 2.80506
1679920288.828130023, 9.55016, 4.1242, 0, 2.79917
1679920288.978368979, 9.53532, 4.12889, 0, 2.79507
1679920289.129352917, 9.52226, 4.13357, 0, 2.78865
1679920289.278986289, 9.50667, 4.13928, 0, 2.78352
1679920289.454423635, 9.49401, 4.1441, 0, 2.77274
1679920289.604724353, 9.47988, 4.14959, 0, 2.76546
1679920289.755228619, 9.45624, 4.15805, 0, 2.7669
1679920289.905324936, 9.44404, 4.16273, 0, 2.76527
1679920290.055748698, 9.43051, 4.16795, 0, 2.76429
1679920290.206097354, 9.41608, 4.17366, 0, 2.76405
1679920290.381418157, 9.404, 4.17831, 0, 2.76638
1679920290.531724504, 9.39175, 4.18374, 0, 2.76566
1679920290.682104295, 9.3807, 4.18813, 0, 2.76373
1679920290.832344076, 9.36848, 4.19297, 0, 2.76246
1679920291.007750106, 9.35521, 4.19833, 0, 2.75687
1679920291.158132369, 9.34063, 4.20432, 0, 2.75238
1679920291.308690157, 9.32059, 4.2089, 0, 2.75296
1679920291.458747375, 9.30808, 4.21421, 0, 2.75011
1679920291.634127025, 9.2958, 4.21955, 0, 2.7449
1679920291.784406074, 9.28571, 4.22397, 0, 2.74441
1679920291.934793212, 9.27471, 4.22873, 0, 2.74049
1679920292.085099100, 9.26129, 4.23462, 0, 2.73872
1679920292.235394809, 9.25207, 4.23869, 0, 2.73286
1679920292.385713862, 9.23745, 4.24513, 0, 2.72552
1679920292.536009037, 9.222, 4.25207, 0, 2.7202
1679920292.686357339, 9.20961, 4.25779, 0, 2.71918
1679920292.836709198, 9.2002, 4.26337, 0, 2.71332
1679920292.987019718, 9.18846, 4.2689, 0, 2.71384
1679920293.137302753, 9.17708, 4.27428, 0, 2.71261
1679920293.287646095, 9.16505, 4.27985, 0, 2.71345
1679920293.438003824, 9.15352, 4.28517, 0, 2.7127
1679920293.588337915, 9.1469, 4.29037, 0, 2.71986
1679920293.738656636, 9.1338, 4.29641, 0, 2.72032
1679920293.888954807, 9.12057, 4.30247, 0, 2.72179
1679920294.039350258, 9.10728, 4.30847, 0, 2.72328
1679920294.189608677, 9.09476, 4.31416, 0, 2.72251
1679920294.339934245, 9.08353, 4.31814, 0, 2.71869
1679920294.490259288, 9.0732, 4.32292, 0, 2.70535
1679920294.640564508, 9.06056, 4.32897, 0, 2.69771
1679920294.791025267, 9.05091, 4.33364, 0, 2.69629
1679920294.941238742, 9.03925, 4.33932, 0, 2.69661
1679920295.091584118, 9.02911, 4.34584, 0, 2.69631
1679920295.241885397, 9.01819, 4.35122, 0, 2.68676
1679920295.392225813, 9.00591, 4.35747, 0, 2.67359
1679920295.542532051, 8.9942, 4.3636, 0, 2.66463
1679920295.692910329, 8.98385, 4.36917, 0, 2.66092
1679920295.843191030, 8.96931, 4.37422, 0, 2.6557
1679920295.993511728, 8.95742, 4.38083, 0, 2.65286
1679920296.143867957, 8.94631, 4.3869, 0, 2.6485
1679920296.294154996, 8.93254, 4.39454, 0, 2.63946
