1602591451.356286635, 3.48333, 2.81829, 1.14, -1.46968
1602591451.555388923, 3.49474, 2.81781, 1.14, -1.4868
1602591451.754863813, 3.49998, 2.81537, 1.14, -1.50397
1602591451.954279114, 3.50795, 2.81329, 1.14, -1.51906
1602591452.153908458, 3.51506, 2.81099, 1.14, -1.53535
1602591452.328389064, 3.52128, 2.80899, 1.14, -1.54919
1602591452.503013623, 3.53025, 2.80578, 1.14, -1.56452
1602591452.677441088, 3.53914, 2.804, 1.14, -1.57692
1602591452.851802759, 3.54811, 2.80199, 1.14, -1.59009
1602591453.026394575, 3.55459, 2.79959, 1.14, -1.60541
1602591453.200995869, 3.56129, 2.79742, 1.14, -1.61958
1602591453.350491826, 3.56512, 2.79224, 1.14, -1.62842
1602591453.500142701, 3.57357, 2.78991, 1.14, -1.64146
1602591453.650315935, 3.58046, 2.78765, 1.14, -1.653
1602591453.799334109, 3.58808, 2.7851, 1.14, -1.66581
1602591453.949005607, 3.59736, 2.78234, 1.14, -1.67811
1602591454.098758953, 3.60808, 2.77938, 1.14, -1.69586
1602591454.248211861, 3.61292, 2.77656, 1.14, -1.70948
1602591454.397821688, 3.62096, 2.77338, 1.14, -1.72221
1602591454.547382152, 3.62686, 2.77098, 1.14, -1.73105
1602591455.120855842, 3.61908, 2.76468, 1.14, -1.78266
1602591457.090403913, 3.63639, 2.7603, 1.14, -1.76512
1602591457.190095338, 3.64849, 2.75874, 1.14, -1.75958
1602591457.314784673, 3.6596, 2.75762, 1.14, -1.75207
1602591457.439520881, 3.67203, 2.75653, 1.14, -1.74324
1602591457.564162029, 3.68349, 2.75555, 1.14, -1.73507
1602591457.688769186, 3.70091, 2.7495, 1.14, -1.73187
1602591457.813484196, 3.71222, 2.74847, 1.14, -1.72534
1602591457.938093078, 3.72227, 2.74754, 1.14, -1.7195
1602591458.113286195, 3.73568, 2.74673, 1.14, -1.70967
1602591458.312160451, 3.75035, 2.7461, 1.14, -1.69884
1602591458.511673648, 3.76074, 2.75077, 1.14, -1.6886
1602591458.711266665, 3.77303, 2.75099, 1.14, -1.67787
1602591459.808417524, 3.79161, 2.75404, 1.14, -1.64742
1602591459.908202986, 3.80509, 2.75337, 1.14, -1.64535
1602591459.983024292, 3.81664, 2.75249, 1.14, -1.64511
1602591460.057781928, 3.83528, 2.75331, 1.14, -1.64654
1602591460.132603274, 3.84584, 2.75234, 1.14, -1.64553
1602591460.207403444, 3.85661, 2.75125, 1.14, -1.64519
1602591460.282171455, 3.86886, 2.75016, 1.14, -1.64404
1602591460.356755510, 3.8821, 2.74896, 1.14, -1.64286
1602591460.431363093, 3.88301, 2.74912, 1.14, -1.64064
