1679911446.407565, 1, E2000020820502280470CEAA, 3.2213596545598464, -48, 865700
1679911446.419584, 1, E2000020820502280470CEAA, 3.2581751934691017, -48, 865700
1679911446.434220, 2, E2000020820502290860CF9E, 4.945554060143307, -55, 865700
1679911446.435513, 2, E2000020820502291650D0D2, 4.000621894805752, -49, 865700
1679911446.439616, 2, E2000020820502291650D0D2, 4.000621894805752, -49, 865700
1679911446.444609, 2, E2000020820502290860CF9E, 4.933282213840222, -55, 865700
1679911446.457332, 1, E2000020820502280470CEAA, 3.2397674240144743, -48, 865700
1679911446.465627, 1, E2000020820502280470CEAA, 3.3072625786814425, -48, 865700
1679911446.477662, 2, E2000020820502291650D0D2, 4.006757817957295, -49, 865700
1679911446.479868, 2, E2000020820502290860CF9E, 4.945554060143307, -55, 865700
1679911446.485947, 2, E2000020820502290860CF9E, 4.921010367537137, -55, 865700
1679911446.487508, 2, E2000020820502291650D0D2, 4.000621894805752, -49, 865700
1679911446.503923, 1, E2000020820502280470CEAA, 3.2888548092268146, -48, 865700
1679911446.511428, 1, E2000020820502280470CEAA, 3.2459033471660166, -48, 865700
1679911446.526872, 2, E2000020820502290860CF9E, 4.92714629068868, -55, 865700
1679911446.530184, 2, E2000020820502291650D0D2, 3.988350048502667, -49, 865700
1679911446.534033, 2, E2000020820502290860CF9E, 4.908738521234052, -55, 865700
1679911446.537582, 2, E2000020820502291650D0D2, 4.006757817957295, -49, 865700
1679911446.550133, 1, E2000020820502280470CEAA, 3.2520392703175593, -48, 865700
1679911446.561301, 1, E2000020820502280470CEAA, 3.2643111166206444, -48, 865700
1679911446.574252, 2, E2000020820502291650D0D2, 3.9822141253511245, -49, 865700
1679911446.577059, 2, E2000020820502290860CF9E, 4.9394181369917645, -55, 865700
1679911446.583671, 2, E2000020820502291650D0D2, 3.9944859716542096, -49, 865700
1679911446.585182, 2, E2000020820502290860CF9E, 4.945554060143307, -55, 865700
1679911446.598693, 1, E2000020820502280470CEAA, 3.2765829629237295, -48, 865700
1679911446.607769, 1, E2000020820502280470CEAA, 3.2643111166206444, -48, 865700
1679911446.623100, 2, E2000020820502291650D0D2, 4.01902966426038, -49, 865700
1679911446.625283, 2, E2000020820502290860CF9E, 4.945554060143307, -55, 865700
1679911446.631149, 2, E2000020820502291650D0D2, 3.9944859716542096, -49, 865700
1679911446.632593, 2, E2000020820502290860CF9E, 4.933282213840222, -55, 865700
1679911446.644994, 1, E2000020820502280470CEAA, 3.32567034813607, -48, 865700
1679911446.657401, 1, E2000020820502280470CEAA, 3.2704470397721868, -48, 865700
1679911446.669342, 2, E2000020820502290860CF9E, 4.95168998329485, -55, 865700
1679911446.670681, 2, E2000020820502291650D0D2, 3.988350048502667, -49, 865700
1679911446.678464, 2, E2000020820502290860CF9E, 4.963961829597935, -55, 865700
1679911446.680681, 2, E2000020820502291650D0D2, 3.9944859716542096, -49, 865700
1679911446.692357, 1, E2000020820502280470CEAA, 3.2397674240144743, -48, 865700
1679911446.703775, 1, E2000020820502280470CEAA, 3.2765829629237295, -48, 865700
1679911446.715593, 2, E2000020820502290860CF9E, 4.957825906446392, -55, 865700
1679911446.718264, 2, E2000020820502291650D0D2, 4.000621894805752, -49, 865700
1679911446.725574, 2, E2000020820502291650D0D2, 3.9822141253511245, -49, 865700
1679911446.728289, 2, E2000020820502290860CF9E, 4.92714629068868, -55, 865700
1679911446.740364, 1, E2000020820502280470CEAA, 3.2581751934691017, -48, 865700
1679911446.751021, 1, E2000020820502280470CEAA, 3.2459033471660166, -48, 865700
1679911446.766123, 2, E2000020820502290860CF9E, 4.9394181369917645, -55, 865700
1679911446.767629, 2, E2000020820502291650D0D2, 3.9944859716542096, -49, 865700
1679911446.773869, 2, E2000020820502291650D0D2, 4.000621894805752, -49, 865700
1679911446.776903, 2, E2000020820502290860CF9E, 4.933282213840222, -55, 865700
1679911446.790219, 1, E2000020820502280470CEAA, 3.2704470397721868, -48, 865700
1679911446.794411, 1, E2000020820502280470CEAA, 3.2888548092268146, -48, 865700
1679911446.811188, 2, E2000020820502290860CF9E, 4.878058905476339, -55, 865700
1679911446.812738, 2, E2000020820502291650D0D2, 4.000621894805752, -49, 865700
1679911446.821512, 2, E2000020820502291650D0D2, 3.9944859716542096, -49, 865700
1679911446.822754, 2, E2000020820502290860CF9E, 4.908738521234052, -54, 865700
1679911446.837175, 1, E2000020820502280470CEAA, 3.2704470397721868, -48, 865700
1679911446.843640, 1, E2000020820502280470CEAA, 3.2888548092268146, -48, 865700
1679911446.860476, 2, E2000020820502291650D0D2, 3.9944859716542096, -49, 865700
1679911446.862400, 2, E2000020820502290860CF9E, 4.896466674930966, -55, 865700
1679911446.869640, 2, E2000020820502290860CF9E, 4.933282213840222, -55, 865700
1679911446.870864, 2, E2000020820502291650D0D2, 4.006757817957295, -49, 865700
1679911446.886390, 1, E2000020820502280470CEAA, 3.3072625786814425, -48, 865700
1679911446.892819, 1, E2000020820502280470CEAA, 3.3195344249845276, -48, 865700
1679911446.905882, 2, E2000020820502291650D0D2, 3.9822141253511245, -49, 865700
1679911446.909424, 2, E2000020820502290860CF9E, 4.92714629068868, -55, 865700
1679911446.915879, 2, E2000020820502291650D0D2, 3.9760782021995817, -49, 865700
1679911446.921396, 2, E2000020820502290860CF9E, 4.95168998329485, -55, 865700
1679911446.933130, 1, E2000020820502280470CEAA, 3.2704470397721868, -48, 865700
1679911446.944050, 1, E2000020820502280470CEAA, 3.2765829629237295, -48, 865700
1679911446.956248, 2, E2000020820502291650D0D2, 4.000621894805752, -49, 865700
