1602593221.77906, -5.672600010036133
1602593221.7967198, -5.623485480849376
1602593221.8143797, -5.57639057458873
1602593221.8320396, -5.531315291254194
1602593221.8496995, -5.488259630845769
1602593221.8673594, -5.447223593363454
1602593221.8850193, -5.408207178807249
1602593221.9026792, -5.371210387177154
1602593221.920339, -5.33623321847317
1602593221.937999, -5.303275672695297
1602593221.955659, -5.272337749843533
1602593221.9733188, -5.243419449917881
1602593221.9909787, -5.216520772918338
1602593222.0086386, -5.191641718844907
1602593222.0262985, -5.168782287697585
1602593222.0439584, -5.147942479476374
1602593222.0616183, -5.129122294181273
1602593222.0792782, -5.112321731812282
1602593222.0969381, -5.0975407923694025
1602593222.114598, -5.084779475852633
1602593222.132258, -5.074037782261974
1602593222.1499178, -5.0653157115974246
1602593222.1675777, -5.0586132638589865
1602593222.1852376, -5.053930439046658
1602593222.2028975, -5.051267237160441
1602593222.2205575, -5.050623658200333
1602593222.2382174, -5.051999702166337
1602593222.2558773, -5.05539536905845
1602593222.2735372, -5.060810658876495
1602593222.291197, -5.079907578589136
1602593222.308857, -5.100535550835621
1602593222.3265169, -5.122374012505967
1602593222.3441768, -5.1450854695726225
1602593222.3618367, -5.167044859566258
1602593222.3794966, -5.188917730545037
1602593222.3971565, -5.211520827365705
1602593222.4148164, -5.235896939684029
1602593222.4324763, -5.261945626598309
1602593222.4501362, -5.289555768716909
1602593222.467796, -5.3186055681582545
1602593222.485456, -5.348962548550832
1602593222.503116, -5.380483555033189
1602593222.5207758, -5.413014754253938
1602593222.5384357, -5.446391634371752
1602593222.5560956, -5.480439005055365
1602593222.5737555, -5.51497099748357
1602593222.5914154, -5.5497910643452295
1602593222.6090753, -5.5846919798392625
1602593222.6267352, -5.619455839674649
1602593222.644395, -5.653854061070437
1602593222.662055, -5.687647382755727
1602593222.679715, -5.720585864969689
1602593222.6973748, -5.752408889461552
1602593222.7150347, -5.78284515949061
1602593222.7326946, -5.811612699826212
1602593222.7503545, -5.838418856747776
1602593222.7680144, -5.862960298044778
1602593222.7856743, -5.884923013016758
1602593222.8033342, -5.907007379794969
1602593222.8209941, -5.931213653501183
1602593222.838654, -5.958022297447084
1602593222.856314, -5.987930534376667
1602593222.8739738, -6.020951944449132
1602593222.8916337, -6.054534502786874
1602593222.9092937, -6.088647258979507
1602593222.9269536, -6.123274696279445
1602593222.9446135, -6.15839810766084
1602593222.9622734, -6.194301251672867
1602593222.9799333, -6.230967982014736
1602593222.9975932, -6.2683033383605995
1602593223.015253, -6.306211669770137
1602593223.032913, -6.344596634688546
1602593223.0505729, -6.383361200946544
1602593223.0682328, -6.422407645760376
1602593223.0858927, -6.4616375557318
1602593223.1035526, -6.500951826848104
1602593223.1212125, -6.540250664482097
1602593223.1388724, -6.5794335833921025
1602593223.1565323, -6.618399407721976
1602593223.1741922, -6.657046271001087
1602593223.191852, -6.695271616144333
1602593223.209512, -6.732972195452127
1602593223.227172, -6.770044070610405
1602593223.2448318, -6.80638261269063
1602593223.2624917, -6.841882502149784
1602593223.2801516, -6.876437728830368
1602593223.2978115, -6.909941591960409
1602593223.3154714, -6.942286700153451
1602593223.3331313, -6.973364971408566
1602593223.3507912, -7.003067633110343
1602593223.368451, -7.03279971927998
1602593223.386111, -7.062907169192767
1602593223.403771, -7.0931025257208224
1602593223.4214308, -7.12251015322822
1602593223.4390907, -7.151203506470948
1602593223.4567506, -7.1795555183452056
1602593223.4744105, -7.207648831085237
1602593223.4920704, -7.235487538517033
1602593223.5097303, -7.263077108514906
1602593223.5273902, -7.290424383001504
1602593223.5450501, -7.317537577947793
1602593223.56271, -7.344426283373063
1602593223.58037, -7.371101463344938
1602593223.5980299, -7.39757545597936
1602593223.6156898, -7.423861973440601
1602593223.6333497, -7.449976101941254
1602593223.6510096, -7.47593430174225
1602593223.6686695, -7.50175440715283
1602593223.6863294, -7.527455626530569
1602593223.7039893, -7.553058542281371
1602593223.7216492, -7.578585110859458
1602593223.739309, -7.604058662767383
1602593223.756969, -7.6295039025560225
1602593223.7746289, -7.654946908824579
1602593223.7922888, -7.680415134220584
1602593223.8099487, -7.705937405439893
1602593223.8276086, -7.731543923226682
1602593223.8452685, -7.757266262373459
1602593223.8629284, -7.783137371721061
1602593223.8805883, -7.80919157415864
1602593223.8982482, -7.835543481672769
1602593223.915908, -7.8622619416984865
1602593223.933568, -7.889446992164794
1602593223.951228, -7.9173899155459715
1602593223.9688878, -7.945732469930873
1602593223.9865477, -7.974345748123581
1602593224.0042076, -8.003167748042888
1602593224.0218675, -8.03222910274141
1602593224.0395274, -8.06145568564096
1602593224.0571873, -8.090772908552742
1602593224.0748472, -8.120108172674076
1602593224.0925071, -8.149390868588393
1602593224.110167, -8.178552376265237
1602593224.127827, -8.207526065060266
1602593224.1454868, -8.236247293715252
1602593224.1631467, -8.264653410358077
1602593224.1808066, -8.292683752502745
1602593224.1984665, -8.320279647049361
1602593224.2161264, -8.347384410284155
1602593224.2337863, -8.373943347879461
1602593224.2514462, -8.399903754893733
1602593224.2691061, -8.425214915771534
1602593224.286766, -8.44982810434354
1602593224.304426, -8.473696583826545
1602593224.3220859, -8.496775606823448
1602593224.3397458, -8.519022415323276
1602593224.3574057, -8.54039624070115
1602593224.3750656, -8.56085830371832
1602593224.3927255, -8.580710245233805
1602593224.4103854, -8.60017512334644
1602593224.4280453, -8.619312019706799
1602593224.4457052, -8.638185055544552
1602593224.463365, -8.656505124911034
1602593224.481025, -8.674256554815047
1602593224.498685, -8.691548988523035
1602593224.5163448, -8.708359058639425
1602593224.5340047, -8.724667069002118
1602593224.5516646, -8.740456994682475
1602593224.5693245, -8.75546370501168
1602593224.5869844, -8.7696070572488
1602593224.6046443, -8.782949050519974
1602593224.6223042, -8.79555285654641
1602593224.639964, -8.807482819644372
1602593224.657624, -8.818804456725182
1602593224.675284, -8.829584457295224
1602593224.6929438, -8.839890683455945
1602593224.7106037, -8.84979216990384
1602593224.7282636, -8.859359123930476
1602593224.7459235, -8.868662925422477
1602593224.7635834, -8.877776126861527
1602593224.7812433, -8.886772453324358
1602593224.7989032, -8.895726802482784
1602593224.8165631, -8.904715244603656
1602593224.834223, -8.913815022548903
1602593224.851883, -8.923104551775502
1602593224.8695428, -8.932663420335496
1602593224.8872027, -8.94257238887598
1602593224.9048626, -8.952913390639123
1602593224.9225225, -8.963769531462141
1602593224.9401824, -8.97517158387069
1602593224.9578424, -8.986907013372083
1602593224.9755023, -8.9990050456662
1602593224.9931622, -9.011494143602928
1602593225.010822, -9.02440200718215
1602593225.028482, -9.037646782039559
1602593225.0461419, -9.051234059559292
1602593225.0638018, -9.065170096131423
1602593225.0814617, -9.079459756807267
1602593225.0991216, -9.094106515299378
1602593225.1167815, -9.109112453981545
1602593225.1344414, -9.1244782638888
1602593225.1521013, -9.140244788609447
1602593225.1697612, -9.156666188983637
1602593225.187421, -9.173682689622511
1602593225.205081, -9.191245067103905
1602593225.222741, -9.209308477167763
1602593225.2404008, -9.22781052027464
1602593225.2580607, -9.246689633196546
1602593225.2757206, -9.265885089016955
1602593225.2933805, -9.28533699713078
1602593225.3110404, -9.304986303244394
1602593225.3287003, -9.324774789375626
1602593225.3463602, -9.344645073853743
1602593225.36402, -9.364540611319477
1602593225.38168, -9.384405692725013
1602593225.39934, -9.404185445333981
1602593225.4169998, -9.423825832721466
1602593225.4346597, -9.443273654774009
1602593225.4523196, -9.462476547689601
1602593225.4699795, -9.481382983977683
1602593225.4876394, -9.499882962317306
1602593225.5052993, -9.517780060921709
1602593225.5229592, -9.534992260809585
1602593225.5406191, -9.551437272011444
1602593225.558279, -9.567032533569602
