1679915142.069272305, 10.4261, 4.08632, -0.46982
1679915142.107656121, 10.429, 4.08485, -0.469838
1679915142.146547615, 10.4319, 4.08339, -0.470008
1679915142.206072167, 10.4349, 4.08187, -0.469407
1679915142.249760086, 10.438, 4.08032, -0.468617
1679915142.288709312, 10.4409, 4.07882, -0.468808
1679915142.310147634, 10.4423, 4.07811, -0.468496
1679915142.330611223, 10.4438, 4.07737, -0.468661
1679915142.369762679, 10.4461, 4.0762, -0.468478
1679915142.408690542, 10.449, 4.07472, -0.468577
1679915142.447747682, 10.4519, 4.07325, -0.468642
1679915142.486669270, 10.4549, 4.07174, -0.468914
1679915142.546000360, 10.4579, 4.07021, -0.469171
1679915142.589785297, 10.4607, 4.0688, -0.469563
1679915142.610329862, 10.4624, 4.06795, -0.469729
1679915142.630769314, 10.4638, 4.06725, -0.469516
1679915142.668727684, 10.4663, 4.06596, -0.469629
1679915142.707599596, 10.4692, 4.06447, -0.469724
1679915142.746567760, 10.4721, 4.063, -0.469796
1679915142.813119229, 10.4752, 4.06146, -0.469541
1679915142.845704493, 10.4781, 4.05998, -0.469417
1679915142.888697318, 10.4813, 4.05836, -0.467471
1679915142.909111163, 10.4826, 4.05769, -0.468025
1679915142.929501708, 10.484, 4.05701, -0.46813
1679915142.969776308, 10.4862, 4.05587, -0.467937
1679915143.008749800, 10.4885, 4.05471, -0.468066
1679915143.047615914, 10.4908, 4.05353, -0.467915
1679915143.086536600, 10.4931, 4.0524, -0.465094
1679915143.146487465, 10.4954, 4.05126, -0.461215
1679915143.189774131, 10.4981, 4.04992, -0.45823
1679915143.228693973, 10.5007, 4.04863, -0.455324
1679915143.249079321, 10.5022, 4.04787, -0.453547
1679915143.269470231, 10.5038, 4.04712, -0.451734
1679915143.305774367, 10.5059, 4.04608, -0.449536
1679915143.349752474, 10.5089, 4.04463, -0.44645
1679915143.388726894, 10.5119, 4.0432, -0.443358
1679915143.431890037, 10.5154, 4.04156, -0.44153
1679915143.485724129, 10.5182, 4.04024, -0.442067
1679915143.506237911, 10.5199, 4.03942, -0.442348
1679915143.526575370, 10.5212, 4.03878, -0.441744
1679915143.548619163, 10.5225, 4.03821, -0.441574
1679915143.569043360, 10.5237, 4.0376, -0.441453
1679915143.609741269, 10.5257, 4.03666, -0.441631
