1679918670.090891997, 10.8158, 3.78369, 2.90578
1679918670.129755051, 10.8158, 3.78369, 2.90578
1679918670.168724984, 10.8158, 3.78369, 2.90578
1679918670.207606955, 10.8158, 3.78369, 2.90578
1679918670.246525640, 10.8158, 3.78369, 2.90578
1679918670.311035018, 10.8158, 3.78369, 2.90578
1679918670.349790927, 10.8158, 3.78369, 2.90578
1679918670.365586624, 10.8158, 3.78369, 2.90578
1679918670.386093175, 10.8158, 3.78369, 2.90578
1679918670.425796075, 10.8158, 3.78369, 2.90578
1679918670.469742259, 10.8158, 3.78369, 2.90578
1679918670.508732548, 10.8158, 3.78369, 2.90578
1679918670.547631194, 10.8158, 3.78369, 2.90578
1679918670.586538394, 10.8158, 3.78369, 2.90578
1679918670.645782691, 10.8158, 3.78369, 2.90578
1679918670.689794272, 10.8158, 3.78369, 2.90578
1679918670.710156856, 10.8158, 3.78369, 2.90578
1679918670.725586639, 10.8158, 3.78369, 2.90578
1679918670.765718306, 10.8158, 3.78369, 2.90578
1679918670.809719243, 10.8158, 3.78369, 2.90578
1679918670.849005729, 10.8158, 3.78369, 2.90578
1679918670.887625758, 10.8158, 3.78369, 2.90578
1679918670.926516612, 10.8158, 3.78369, 2.90578
1679918670.985816266, 10.8158, 3.78369, 2.90578
1679918671.029825179, 10.8158, 3.78369, 2.90578
1679918671.050290886, 10.8158, 3.78369, 2.90578
1679918671.065586584, 10.8158, 3.78369, 2.90578
1679918671.105706771, 10.8158, 3.78369, 2.90578
1679918671.150284654, 10.8158, 3.78369, 2.90578
1679918671.188920730, 10.8158, 3.78369, 2.90578
1679918671.227852232, 10.8158, 3.78369, 2.90578
1679918671.266581553, 10.8158, 3.78369, 2.90578
1679918671.325775016, 10.8158, 3.78369, 2.90578
1679918671.369811632, 10.8158, 3.78369, 2.90578
1679918671.385325129, 10.8158, 3.78369, 2.90578
1679918671.405674167, 10.8158, 3.78369, 2.90578
1679918671.445840771, 10.8158, 3.78369, 2.90578
1679918671.489854898, 10.8158, 3.78369, 2.90578
1679918671.528682378, 10.8158, 3.78369, 2.90578
1679918671.567800987, 10.8158, 3.78369, 2.90578
1679918671.625745754, 10.8158, 3.78369, 2.90578
1679918671.646086840, 10.8158, 3.78369, 2.90578
1679918671.666405519, 10.8158, 3.78369, 2.90578
1679918671.686809587, 10.8158, 3.78369, 2.90578
1679918671.707168739, 10.8158, 3.78369, 2.90578
1679918671.745701532, 10.8158, 3.78369, 2.90578
1679918671.789731880, 10.8158, 3.78369, 2.90578
1679918671.828963260, 10.8158, 3.78369, 2.90578
1679918671.867604942, 10.8158, 3.78369, 2.90578
1679918671.906525984, 10.8158, 3.78369, 2.90578
1679918671.965743913, 10.8158, 3.78369, 2.90578
1679918672.009671943, 10.8158, 3.78369, 2.90578
1679918672.030042854, 10.8158, 3.78369, 2.90578
1679918672.050568604, 10.8158, 3.78369, 2.90578
1679918672.085947718, 10.8158, 3.78369, 2.90578
1679918672.129892161, 10.8158, 3.78369, 2.90578
1679918672.168713933, 10.8158, 3.78369, 2.90578
1679918672.207723750, 10.8158, 3.78369, 2.90578
1679918672.228149953, 10.8158, 3.78369, 2.90578
1679918672.246567846, 10.8158, 3.78369, 2.90578
1679918672.306051334, 10.8158, 3.78369, 2.90578
1679918672.349834883, 10.8158, 3.78369, 2.90578
1679918672.370237774, 10.8158, 3.78369, 2.90578
1679918672.385542648, 10.8158, 3.78369, 2.90578
1679918672.425942071, 10.8158, 3.78369, 2.90578
1679918672.469791873, 10.8158, 3.78369, 2.90578
1679918672.508716591, 10.8158, 3.78369, 2.90578
1679918672.547607545, 10.8158, 3.78369, 2.90578
1679918672.586531243, 10.8158, 3.78369, 2.90578
1679918672.651245747, 10.8158, 3.78369, 2.90578
1679918672.688626611, 10.8158, 3.78369, 2.90578
1679918672.728742456, 10.8158, 3.7837, 2.90577
1679918672.749105878, 10.8155, 3.78376, 2.9058
1679918672.769409382, 10.8151, 3.78387, 2.90587
1679918672.805718533, 10.814, 3.78412, 2.90604
1679918672.848681917, 10.8113, 3.78478, 2.90584
1679918672.887617221, 10.808, 3.78557, 2.90586
1679918672.926544796, 10.8045, 3.7864, 2.90628
1679918672.985762179, 10.8013, 3.78719, 2.90603
1679918673.006104115, 10.7995, 3.78762, 2.90594
1679918673.026439763, 10.798, 3.78797, 2.90562
1679918673.046827104, 10.7966, 3.78831, 2.90571
1679918673.067237859, 10.7951, 3.78866, 2.90514
1679918673.105838562, 10.7928, 3.78923, 2.90512
1679918673.150092867, 10.7894, 3.79005, 2.90639
1679918673.188712073, 10.7862, 3.79082, 2.90681
1679918673.227627303, 10.783, 3.79158, 2.90643
1679918673.286143865, 10.7795, 3.79242, 2.90627
1679918673.329865486, 10.7762, 3.79321, 2.90676
1679918673.350312795, 10.7742, 3.79367, 2.90662
1679918673.365658773, 10.7728, 3.79402, 2.90665
1679918673.405742568, 10.7706, 3.79454, 2.90654
1679918673.448761858, 10.7672, 3.79536, 2.90666
1679918673.486160735, 10.7638, 3.79618, 2.90664
1679918673.526567819, 10.7608, 3.79689, 2.90679
1679918673.585888687, 10.7575, 3.79768, 2.90693
1679918673.606218943, 10.7556, 3.79813, 2.90658
1679918673.626542190, 10.7541, 3.7985, 2.90681
1679918673.646949584, 10.7526, 3.79884, 2.90677
1679918673.667412671, 10.7512, 3.79919, 2.90631
1679918673.706109500, 10.7487, 3.79977, 2.90656
1679918673.748660686, 10.7453, 3.80061, 2.90757
1679918673.787614690, 10.7418, 3.80142, 2.91054
1679918673.826760172, 10.7388, 3.80214, 2.91304
1679918673.885764946, 10.7354, 3.80293, 2.917
1679918673.928637821, 10.7318, 3.80373, 2.91981
1679918673.948968854, 10.7304, 3.80407, 2.92123
1679918673.969302413, 10.7288, 3.80441, 2.92284
1679918674.005778954, 10.7265, 3.80492, 2.925
1679918674.049748194, 10.7233, 3.80563, 2.9286
1679918674.089505803, 10.7201, 3.80632, 2.93112
1679918674.127585787, 10.7168, 3.80702, 2.9343
1679918674.185992760, 10.7133, 3.80776, 2.93697
1679918674.229790381, 10.71, 3.80843, 2.93841
1679918674.250150559, 10.7081, 3.80882, 2.9393
1679918674.265487279, 10.7066, 3.80913, 2.93929
1679918674.305742311, 10.7044, 3.80958, 2.93953
1679918674.349750558, 10.7013, 3.81021, 2.93906
1679918674.388749359, 10.6981, 3.81088, 2.93928
1679918674.426566291, 10.6944, 3.81163, 2.93988
1679918674.485797116, 10.6911, 3.81232, 2.93948
1679918674.506176712, 10.6893, 3.81268, 2.9395
1679918674.526568452, 10.6878, 3.813, 2.93951
1679918674.546918081, 10.6863, 3.8133, 2.93952
1679918674.568069439, 10.6849, 3.81358, 2.9396
1679918674.606025458, 10.6824, 3.81409, 2.93975
1679918674.649773613, 10.6791, 3.81476, 2.93952
1679918674.689915274, 10.6759, 3.81543, 2.93914
1679918674.727647970, 10.6727, 3.81607, 2.93938
1679918674.766525570, 10.6696, 3.81672, 2.93936
1679918674.825711743, 10.6663, 3.81738, 2.93946
1679918674.869952139, 10.663, 3.81808, 2.93964
1679918674.890365246, 10.6612, 3.81844, 2.93957
1679918674.905682068, 10.6596, 3.81876, 2.9395
1679918674.945729077, 10.6576, 3.81918, 2.93978
1679918674.989876086, 10.6539, 3.81994, 2.93978
1679918675.045350185, 10.6502, 3.82069, 2.93961
1679918675.066536940, 10.6474, 3.82125, 2.93967
1679918675.125810931, 10.6442, 3.82192, 2.93943
1679918675.166451370, 10.6409, 3.82259, 2.93929
